"","autor","fecha","tweet_id","texto","texto_tokenizado"
"303","Ben Affleck","1523650027","984885717343113216","Mukuta was a strong and brave young man. Sending my heartfelt condolences to his family. https://t.co/1iLK7agB64","c(""mukuta"", ""was"", ""strong"", ""and"", ""brave"", ""young"", ""man"", ""sending"", ""my"", ""heartfelt"", ""condolences"", ""to"", ""his"", ""family"")"
"304","Ben Affleck","1523308990","983455301872570368","Awesome meeting you, Emily https://t.co/OOlwbCd4cR","c(""awesome"", ""meeting"", ""you"", ""emily"")"
"305","Ben Affleck","1523141264","982751809222692864","Well, I’m a super Mukuta fan! Thank you to the incredible doctors, nurses and caretakers at @VNHS for providing around the clock care. https://t.co/ej44Zpf8Yp","c(""well"", ""super"", ""mukuta"", ""fan"", ""thank"", ""you"", ""to"", ""the"", ""incredible"", ""doctors"", ""nurses"", ""and"", ""caretakers"", ""at"", ""vnhs"", ""for"", ""providing"", ""around"", ""the"", ""clock"", ""care"")"
"306","Ben Affleck","1523140583","982748950410211328","Mukuta is the real superhero here! https://t.co/zU1wBgc4kS","c(""mukuta"", ""is"", ""the"", ""real"", ""superhero"", ""here"")"
"307","Ben Affleck","1522376550","979544366539788288","Thanks, man. https://t.co/zqUREruNM7","c(""thanks"", ""man"")"
"308","Ben Affleck","1522335294","979371324979245056","@NewYorker I’m doing just fine. Thick skin bolstered by garish tattoos.","c(""newyorker"", ""doing"", ""just"", ""fine"", ""thick"", ""skin"", ""bolstered"", ""by"", ""garish"", ""tattoos"")"
"309","Ben Affleck","1513024175","940317662344810496","The Congolese people deserve a country free of violence &amp; instability @easterncongo. Sending prayers to those who are recovering and deepest condolences to the families of the peacekeepers who were lost.  https://t.co/gWV2I9NPnm","c(""the"", ""congolese"", ""people"", ""deserve"", ""country"", ""free"", ""of"", ""violence"", ""amp"", ""instability"", ""easterncongo"", ""sending"", ""prayers"", ""to"", ""those"", ""who"", ""are"", ""recovering"", ""and"", ""deepest"", ""condolences"", ""to"", ""the"", ""families"", ""of"", ""the"", ""peacekeepers"", ""who"", ""were"", ""lost"")"
"310","Ben Affleck","1507742819","918166049501208576","I acted inappropriately toward Ms. Burton and I sincerely apologize","c(""acted"", ""inappropriately"", ""toward"", ""ms"", ""burton"", ""and"", ""sincerely"", ""apologize"")"
"311","Ben Affleck","1507652574","917787533802655744","https://t.co/f5AgemRXds","character(0)"
"312","Ben Affleck","1504725749","905511542573211648","Thank you @laurenepowell &amp; @emcollective for standing with #DREAMers. Watch &amp; share their latest ad. #DreamAct  https://t.co/l0zDZ3JCk2","c(""thank"", ""you"", ""laurenepowell"", ""amp"", ""emcollective"", ""for"", ""standing"", ""with"", ""dreamers"", ""watch"", ""amp"", ""share"", ""their"", ""latest"", ""ad"", ""dreamact"")"
"313","Ben Affleck","1501357313","891383296902418432","The battle to save health care is not over. Today, we're coming together to fight for @OurLives: https://t.co/iLRdawmWhG #OurLives","c(""the"", ""battle"", ""to"", ""save"", ""health"", ""care"", ""is"", ""not"", ""over"", ""today"", ""we"", ""re"", ""coming"", ""together"", ""to"", ""fight"", ""for"", ""ourlives"", ""ourlives"")"
"314","Ben Affleck","1500327142","887062445042413568","It's an honor to receive the 2017 #StarkeyGala Humanitarian Award &amp; an honor of a lifetime to have @StarkeyCares as a partner. @EasternCongo https://t.co/uRpFAV5ibS","c(""it"", ""an"", ""honor"", ""to"", ""receive"", ""the"", ""starkeygala"", ""humanitarian"", ""award"", ""amp"", ""an"", ""honor"", ""of"", ""lifetime"", ""to"", ""have"", ""starkeycares"", ""as"", ""partner"", ""easterncongo"")"
"315","Ben Affleck","1499191011","882297167959826432","Thank you to the service men and women who protect our freedom every day. #4thofJuly @the_USO","c(""thank"", ""you"", ""to"", ""the"", ""service"", ""men"", ""and"", ""women"", ""who"", ""protect"", ""our"", ""freedom"", ""every"", ""day"", ""thofjuly"", ""the"", ""uso"")"
"316","Ben Affleck","1497498935","875200086288019456","Emmanuel de Merode is a fearless &amp; passionate defender of wildlife in #Congo. Proud to support his work w/ @gorillacd #Virunga @EasternCongo https://t.co/Bbpg7P9ijO","c(""emmanuel"", ""de"", ""merode"", ""is"", ""fearless"", ""amp"", ""passionate"", ""defender"", ""of"", ""wildlife"", ""in"", ""congo"", ""proud"", ""to"", ""support"", ""his"", ""work"", ""gorillacd"", ""virunga"", ""easterncongo"")"
"317","Ben Affleck","1497126757","873639055971328000","Adam West exemplified heroism.  Kind, funny and an all around great guy.  Thank you for showing us all how it's done. @therealadamwest","c(""adam"", ""west"", ""exemplified"", ""heroism"", ""kind"", ""funny"", ""and"", ""an"", ""all"", ""around"", ""great"", ""guy"", ""thank"", ""you"", ""for"", ""showing"", ""us"", ""all"", ""how"", ""it"", ""done"", ""therealadamwest"")"
"318","Ben Affleck","1497033620","873248411981676544","Always love visiting our longtime partner in #Goma, Children’s Voice – helping kids recover from conflict. https://t.co/ZUrdYqO9LS","c(""always"", ""love"", ""visiting"", ""our"", ""longtime"", ""partner"", ""in"", ""goma"", ""children"", ""voice"", ""helping"", ""kids"", ""recover"", ""from"", ""conflict"")"
"319","Ben Affleck","1497019810","873190489603928064","Hey @DavidOrtiz, your acting in The Town deserves an Oscar! For a chance to meet Big Papi, enter: https://t.co/rv1EuSenDj","c(""hey"", ""davidortiz"", ""your"", ""acting"", ""in"", ""the"", ""town"", ""deserves"", ""an"", ""oscar"", ""for"", ""chance"", ""to"", ""meet"", ""big"", ""papi"", ""enter"")"
"320","Ben Affleck","1496977241","873011941178048512","An honor to visit #DRC coffee farmers supported by @easterncongo &amp; our partner @Starbucks. Proud to support #sustainablefarming https://t.co/I6rifi4bc1","c(""an"", ""honor"", ""to"", ""visit"", ""drc"", ""coffee"", ""farmers"", ""supported"", ""by"", ""easterncongo"", ""amp"", ""our"", ""partner"", ""starbucks"", ""proud"", ""to"", ""support"", ""sustainablefarming"")"
"321","Ben Affleck","1496875083","872583458857660416","Inspiring visit to #DRC. Met with hardworking coffee farmers supported by @easterncongo &amp; partner, @starbucks. https://t.co/tyiHcUTtKR","c(""inspiring"", ""visit"", ""to"", ""drc"", ""met"", ""with"", ""hardworking"", ""coffee"", ""farmers"", ""supported"", ""by"", ""easterncongo"", ""amp"", ""partner"", ""starbucks"")"
"322","Ben Affleck","1496780277","872185813899120640","Honored to visit women farmers in #DRC last week with @EasternCongo. Thx to @starbucks &amp; all partners supporting Congolese prosperity. https://t.co/SbnmsDG7tM","c(""honored"", ""to"", ""visit"", ""women"", ""farmers"", ""in"", ""drc"", ""last"", ""week"", ""with"", ""easterncongo"", ""thx"", ""to"", ""starbucks"", ""amp"", ""all"", ""partners"", ""supporting"", ""congolese"", ""prosperity"")"
"323","Ben Affleck","1496700750","871852255011622912","Just back home from a listening &amp; learning trip throughout rural eastern Congo. Read about it here https://t.co/w66oHqnyfd Cc: @EasternCongo https://t.co/G1n7HrrriO","c(""just"", ""back"", ""home"", ""from"", ""listening"", ""amp"", ""learning"", ""trip"", ""throughout"", ""rural"", ""eastern"", ""congo"", ""read"", ""about"", ""it"", ""here"", ""cc"", ""easterncongo"")"
"324","Ben Affleck","1494600039","863041233119305728","Can’t wait to be part of the #RedNoseDay special! Check it out on Thursday, May 25th on @NBC.","c(""can"", ""wait"", ""to"", ""be"", ""part"", ""of"", ""the"", ""rednoseday"", ""special"", ""check"", ""it"", ""out"", ""on"", ""thursday"", ""may"", ""th"", ""on"", ""nbc"")"
"325","Ben Affleck","1493400092","858008291586322432","Not all superheroes wear capes. Today, we celebrate teachers, mothers, military families, veterans &amp; first responders #NationalSuperheroDay","c(""not"", ""all"", ""superheroes"", ""wear"", ""capes"", ""today"", ""we"", ""celebrate"", ""teachers"", ""mothers"", ""military"", ""families"", ""veterans"", ""amp"", ""first"", ""responders"", ""nationalsuperheroday"")"
"326","Ben Affleck","1490300088","845005933428293632","#JusticeLeague https://t.co/IPzchyRKg4","justiceleague"
"327","Ben Affleck","1487901919","834947284672655360","Welcome to the Batcave, @MattReevesLA https://t.co/JsB4sGGux2","c(""welcome"", ""to"", ""the"", ""batcave"", ""mattreevesla"")"
"328","Ben Affleck","1486494417","829043793697595392","Love what Ashley Biden and @Gilt are doing with @Livelihood2017. I'm a #LivelihoodPartner. #getinvolvedinyourhood https://t.co/VVnIJZYZqC","c(""love"", ""what"", ""ashley"", ""biden"", ""and"", ""gilt"", ""are"", ""doing"", ""with"", ""livelihood"", ""livelihoodpartner"", ""getinvolvedinyourhood"")"
"329","Ben Affleck","1484794667","821914521765810176","#LiveByNight in Paris, France. Thank you, all! https://t.co/TrThPytC3y","c(""livebynight"", ""in"", ""paris"", ""france"", ""thank"", ""you"", ""all"")"
"330","Ben Affleck","1484522668","820773675708383232","An all new episode of #Incorporated airs this Wednesday 10/9c on Syfy. https://t.co/jzHrJWH8sS","c(""an"", ""all"", ""new"", ""episode"", ""of"", ""incorporated"", ""airs"", ""this"", ""wednesday"", ""on"", ""syfy"")"
"331","Ben Affleck","1484270060","819714162221846528","Thanks to all of you for an incredible night! #LiveByNight https://t.co/qFVhFGZRxJ","c(""thanks"", ""to"", ""all"", ""of"", ""you"", ""for"", ""an"", ""incredible"", ""night"", ""livebynight"")"
"332","Ben Affleck","1482439460","812036071240265728","Thinking of our @EasternCongo partners in #DRC. No matter the challenges, we remain committed to the #Congo. https://t.co/o6rvIiKHzL","c(""thinking"", ""of"", ""our"", ""easterncongo"", ""partners"", ""in"", ""drc"", ""no"", ""matter"", ""the"", ""challenges"", ""we"", ""remain"", ""committed"", ""to"", ""the"", ""congo"")"
"333","Ben Affleck","1482172023","810914359333552128","Stand with the Syrian heroes of the White Helmets. Give what you can. They give everything. https://t.co/42mPU65mtK","c(""stand"", ""with"", ""the"", ""syrian"", ""heroes"", ""of"", ""the"", ""white"", ""helmets"", ""give"", ""what"", ""you"", ""can"", ""they"", ""give"", ""everything"")"
"334","Ben Affleck","1481315279","807320911879794688","I'll be at @TimesTalks on Dec 12 talking about @livebynight and more. Tickets here: https://t.co/1tfrwaHh5Q","c(""ll"", ""be"", ""at"", ""timestalks"", ""on"", ""dec"", ""talking"", ""about"", ""livebynight"", ""and"", ""more"", ""tickets"", ""here"")"
"335","Ben Affleck","1481140764","806588945446371328","#LiveByNight - in theaters everywhere January 13th. https://t.co/ecalsW2O0g","c(""livebynight"", ""in"", ""theaters"", ""everywhere"", ""january"", ""th"")"
"336","Ben Affleck","1480441441","803655770113904640","Make a difference to help end hunger on #GivingTuesday. $1 = 11 meals to people in need. Donate to @FeedingAmerica https://t.co/NsiIQUQRbS","c(""make"", ""difference"", ""to"", ""help"", ""end"", ""hunger"", ""on"", ""givingtuesday"", ""meals"", ""to"", ""people"", ""in"", ""need"", ""donate"", ""to"", ""feedingamerica"")"
"337","Ben Affleck","1479509343","799746267668627456","1.13.17 #LiveByNight @LiveByNight https://t.co/1c0DWvOBFo","c(""livebynight"", ""livebynight"")"
"338","Ben Affleck","1478303283","794687684006608896","In theaters today https://t.co/1oQA08kwPW","c(""in"", ""theaters"", ""today"")"
"339","Ben Affleck","1477507881","791351527575355392","Your last chance to enter! Don’t miss out on pizza, drinks &amp; football with me and Tom Brady. We’ll bring Matt, too. https://t.co/M9HGgYwerC https://t.co/RLmiMkDi5I","c(""your"", ""last"", ""chance"", ""to"", ""enter"", ""don"", ""miss"", ""out"", ""on"", ""pizza"", ""drinks"", ""amp"", ""football"", ""with"", ""me"", ""and"", ""tom"", ""brady"", ""we"", ""ll"", ""bring"", ""matt"", ""too"")"
"340","Ben Affleck","1476817737","788456855475515392","Rain or shine, you guys are the best fans! #TheAccountant https://t.co/YtQWhGr7Wq","c(""rain"", ""or"", ""shine"", ""you"", ""guys"", ""are"", ""the"", ""best"", ""fans"", ""theaccountant"")"
"341","Ben Affleck","1476401800","786712289802129408","Hanging with @joshuahorowitz after hours #TheAccountant 

https://t.co/z1YGO6z6db https://t.co/lJhncp4ZqK","c(""hanging"", ""with"", ""joshuahorowitz"", ""after"", ""hours"", ""theaccountant"")"
"342","Ben Affleck","1476220300","785951020832559104","Reunited with this good lookin’ group! #TheAccountant https://t.co/OucTQ6xofE","c(""reunited"", ""with"", ""this"", ""good"", ""lookin"", ""group"", ""theaccountant"")"
"343","Ben Affleck","1476219623","785948181456576512","Congrats on an incredible career, @davidortiz. #RedSoxNation https://t.co/P6XC4JOptz","c(""congrats"", ""on"", ""an"", ""incredible"", ""career"", ""davidortiz"", ""redsoxnation"")"
"344","Ben Affleck","1475878602","784517838031691776","Spoilers…#TheAccountant https://t.co/eU5qHI8tbK","c(""spoilers"", ""theaccountant"")"
"345","Ben Affleck","1475867433","784470989786734592","Come hang with me and Tom in Boston! I’m also legally required to tell you that Matt Damon will be there too. https://t.co/AtLxpWp2jl https://t.co/lFZgP3DotB","c(""come"", ""hang"", ""with"", ""me"", ""and"", ""tom"", ""in"", ""boston"", ""also"", ""legally"", ""required"", ""to"", ""tell"", ""you"", ""that"", ""matt"", ""damon"", ""will"", ""be"", ""there"", ""too"")"
"346","Ben Affleck","1475769808","784061523274637312","Thanks for all your questions! @accountantmovie is out in theaters October 14! #AskBenandAnna @itunestrailers https://t.co/uCqfishOnm","c(""thanks"", ""for"", ""all"", ""your"", ""questions"", ""accountantmovie"", ""is"", ""out"", ""in"", ""theaters"", ""october"", ""askbenandanna"", ""itunestrailers"")"
"347","Ben Affleck","1475769651","784060864429187072",".@cawebb4000 #AskBenandAnna https://t.co/sOJI2R1M9R","c(""cawebb"", ""askbenandanna"")"
"348","Ben Affleck","1475769622","784060743155146752",".@thatsmydrick #AskBenandAnna https://t.co/yPpYdvV6SC","c(""thatsmydrick"", ""askbenandanna"")"
"349","Ben Affleck","1475769534","784060370075918336",".@FangirlingGizzy #AskBenandAnna https://t.co/Af6lGtBQYV","c(""fangirlinggizzy"", ""askbenandanna"")"
"350","Ben Affleck","1475769490","784060186352836608",".@blazinnjh #AskBenandAnna https://t.co/Ym0lyLcQmP","c(""blazinnjh"", ""askbenandanna"")"
"351","Ben Affleck","1475769418","784059885973606400",".@cavillskent #AskBenandAnna https://t.co/vw8X52B119","c(""cavillskent"", ""askbenandanna"")"
"352","Ben Affleck","1475769366","784059668792500224",".@blazinnjh #AskBenandAnna https://t.co/fporm9Lnpp","c(""blazinnjh"", ""askbenandanna"")"
"353","Ben Affleck","1475769305","784059412373790720",".@caseyaffleck #AskBenandAnna https://t.co/7VuKlkUqAf","c(""caseyaffleck"", ""askbenandanna"")"
"354","Ben Affleck","1475769265","784059241850085376",".@amxndasantino #AskBenandAnna https://t.co/6gVx6Fmcqh","c(""amxndasantino"", ""askbenandanna"")"
"355","Ben Affleck","1475769204","784058989076221952",".@raerst #AskBenandAnna https://t.co/LTwX47QIyt","c(""raerst"", ""askbenandanna"")"
"356","Ben Affleck","1475769159","784058799502004224",".@pitchpxrfxct #AskBenandAnna https://t.co/6YqQWFkAIG","c(""pitchpxrfxct"", ""askbenandanna"")"
"357","Ben Affleck","1475769036","784058283095195648","I'm here with @annakendrick47! #AskBenandAnna @itunestrailers @accountantmovie https://t.co/Q3MZhPHKKM","c(""here"", ""with"", ""annakendrick"", ""askbenandanna"", ""itunestrailers"", ""accountantmovie"")"
"358","Ben Affleck","1475367181","782372779433885696","See you in Boston, Chris? We’ll send Matt to pick you up. https://t.co/84fhNfan20","c(""see"", ""you"", ""in"", ""boston"", ""chris"", ""we"", ""ll"", ""send"", ""matt"", ""to"", ""pick"", ""you"", ""up"")"
"359","Ben Affleck","1475267309","781953887427301376","Want to grab a beer with T-Bone and Batman? I guess Matt can be there too. Click here: https://t.co/1GRczWfvaL and meet us in Boston! https://t.co/vIwWTHpzME","c(""want"", ""to"", ""grab"", ""beer"", ""with"", ""bone"", ""and"", ""batman"", ""guess"", ""matt"", ""can"", ""be"", ""there"", ""too"", ""click"", ""here"", ""and"", ""meet"", ""us"", ""in"", ""boston"")"
"360","Ben Affleck","1475034160","780975991351107584","Bryan Stevenson (@eji_org) reminds us why we cannot afford to sit out this election. #NationalVoterRegistrationDay https://t.co/qDGHbLW2nG https://t.co/uoIpLX2bNo","c(""bryan"", ""stevenson"", ""eji"", ""org"", ""reminds"", ""us"", ""why"", ""we"", ""cannot"", ""afford"", ""to"", ""sit"", ""out"", ""this"", ""election"", ""nationalvoterregistrationday"")"
"361","Ben Affleck","1474484837","778671963006988288","At #CGI2016 with @EasternCongo advocating for #Congolese farmers. Tune in live at 4pm EST https://t.co/yzXePqVpG0","c(""at"", ""cgi"", ""with"", ""easterncongo"", ""advocating"", ""for"", ""congolese"", ""farmers"", ""tune"", ""in"", ""live"", ""at"", ""pm"", ""est"")"
"362","Ben Affleck","1474392752","778285731840139264","Saddened by this news from #Kinshasa. The #Congolese deserve a peaceful resolution. https://t.co/Sb9SNHHuPd","c(""saddened"", ""by"", ""this"", ""news"", ""from"", ""kinshasa"", ""the"", ""congolese"", ""deserve"", ""peaceful"", ""resolution"")"
"363","Ben Affleck","1473461179","774378429848424448","Thanks @starkeycares for supporting @EasternCongo. Proud to partner &amp; give the gift of hearing in Congo. Watch: https://t.co/phMbKk1Ugi","c(""thanks"", ""starkeycares"", ""for"", ""supporting"", ""easterncongo"", ""proud"", ""to"", ""partner"", ""amp"", ""give"", ""the"", ""gift"", ""of"", ""hearing"", ""in"", ""congo"", ""watch"")"
"364","Ben Affleck","1472479082","770259217940746240","https://t.co/0NsNzCtGip","character(0)"
"365","Ben Affleck","1471979241","768162729806868480","Thanks for an awesome time, @HPPlayLDN. https://t.co/CSL2KAN5tE","c(""thanks"", ""for"", ""an"", ""awesome"", ""time"", ""hpplayldn"")"
"366","Ben Affleck","1470339467","761285021332279296","Thanks to the #bestfans a guy could ask for. #SquadGoals #SuicideSquad https://t.co/ukB0KasoBt","c(""thanks"", ""to"", ""the"", ""bestfans"", ""guy"", ""could"", ""ask"", ""for"", ""squadgoals"", ""suicidesquad"")"
"367","Ben Affleck","1470152090","760499105445601280","Learn more about @SavetheChildren and help support disaster relief efforts in West Virginia: https://t.co/lREMQ992rP #WestVirginiaStrong","c(""learn"", ""more"", ""about"", ""savethechildren"", ""and"", ""help"", ""support"", ""disaster"", ""relief"", ""efforts"", ""in"", ""west"", ""virginia"", ""westvirginiastrong"")"
"368","Ben Affleck","1469723175","758700106426097664","#TheAccountant
https://t.co/ugExGtJWYJ","theaccountant"
"369","Ben Affleck","1469563957","758032297295749120","Music for a cause. Support @PearlJam's #VitalogyFoundation by entering to win tix to see the sold out Boston show. https://t.co/Dl2LA1FXBq","c(""music"", ""for"", ""cause"", ""support"", ""pearljam"", ""vitalogyfoundation"", ""by"", ""entering"", ""to"", ""win"", ""tix"", ""to"", ""see"", ""the"", ""sold"", ""out"", ""boston"", ""show"")"
"370","Ben Affleck","1469303401","756939444008124416","What a view at #sdcc. Shout out to all the DC Universe fans! #JusticeLeague https://t.co/iJqzC7FLKb","c(""what"", ""view"", ""at"", ""sdcc"", ""shout"", ""out"", ""to"", ""all"", ""the"", ""dc"", ""universe"", ""fans"", ""justiceleague"")"
"371","Ben Affleck","1469302411","756935290833494016","#ComicCon #NeverMissHallH #JusticeLeague https://t.co/yCtX0GOFmh","c(""comiccon"", ""nevermisshallh"", ""justiceleague"")"
"372","Ben Affleck","1468777963","754735599274356736","Remembering my friend Michael Elliott. To his family, thx for sharing Mike with us. Proud of our first collaboration https://t.co/WpD3AyUU0P","c(""remembering"", ""my"", ""friend"", ""michael"", ""elliott"", ""to"", ""his"", ""family"", ""thx"", ""for"", ""sharing"", ""mike"", ""with"", ""us"", ""proud"", ""of"", ""our"", ""first"", ""collaboration"")"
"373","Ben Affleck","1467816693","750703737526685696","Now streaming… https://t.co/PUvbKOOKgp","c(""now"", ""streaming"")"
"374","Ben Affleck","1467588980","749748641556860928","If you could go back in time, what advice would you give this guy? #AskBourne https://t.co/HZlvWCERus","c(""if"", ""you"", ""could"", ""go"", ""back"", ""in"", ""time"", ""what"", ""advice"", ""would"", ""you"", ""give"", ""this"", ""guy"", ""askbourne"")"
"375","Ben Affleck","1466707633","746052005358112768","(2/2) We Boston fans have always been known for our subtlety. One of my favorite interviews; hope you get to see the entire episode. #GoPats","c(""we"", ""boston"", ""fans"", ""have"", ""always"", ""been"", ""known"", ""for"", ""our"", ""subtlety"", ""one"", ""of"", ""my"", ""favorite"", ""interviews"", ""hope"", ""you"", ""get"", ""to"", ""see"", ""the"", ""entire"", ""episode"", ""gopats"")"
"376","Ben Affleck","1466707619","746051945446670336","(1/2) For those of you keeping score at home, I gave exactly 18 f*cks about my Pats. Upon reflection, 12 probably would have been sufficient","c(""for"", ""those"", ""of"", ""you"", ""keeping"", ""score"", ""at"", ""home"", ""gave"", ""exactly"", ""cks"", ""about"", ""my"", ""pats"", ""upon"", ""reflection"", ""probably"", ""would"", ""have"", ""been"", ""sufficient"")"
"377","Ben Affleck","1466539264","745345812981481472","#JusticeLeague https://t.co/cObxh8Nrpe","justiceleague"
"378","Ben Affleck","1465506402","741013678330384384","Thanks @Spike! The real honor was hanging with these men and women. #GuysChoice https://t.co/loG58imwAN","c(""thanks"", ""spike"", ""the"", ""real"", ""honor"", ""was"", ""hanging"", ""with"", ""these"", ""men"", ""and"", ""women"", ""guyschoice"")"
"379","Ben Affleck","1464288033","735903468578349056","1998. #ThrowbackThursday https://t.co/1KxIoxIm6M","throwbackthursday"
"380","Ben Affleck","1463593918","732992137290260480","Join the chase on July 1st - https://t.co/LEOjLGYMob","c(""join"", ""the"", ""chase"", ""on"", ""july"", ""st"")"
"381","Ben Affleck","1463428901","732300007412391936","10.14.16 #TheAccountant
https://t.co/ZbVitPQ5wf","theaccountant"
"382","Ben Affleck","1463167096","731201916789653504","Congrats to my friend @FoyVance on his fantastic new album The Wild Swan - check it today! https://t.co/94X3JgZ3gK","c(""congrats"", ""to"", ""my"", ""friend"", ""foyvance"", ""on"", ""his"", ""fantastic"", ""new"", ""album"", ""the"", ""wild"", ""swan"", ""check"", ""it"", ""today"")"
"383","Ben Affleck","1462724374","729345004150362112","I wish I had more than 140 characters to express my gratitude to all the moms out there,mine especially. Thank you for being you #MothersDay","c(""wish"", ""had"", ""more"", ""than"", ""characters"", ""to"", ""express"", ""my"", ""gratitude"", ""to"", ""all"", ""the"", ""moms"", ""out"", ""there"", ""mine"", ""especially"", ""thank"", ""you"", ""for"", ""being"", ""you"", ""mothersday"")"
"384","Ben Affleck","1462289841","727522442634211328","Thank you for making a difference every single day. #TeacherAppreciationWeek","c(""thank"", ""you"", ""for"", ""making"", ""difference"", ""every"", ""single"", ""day"", ""teacherappreciationweek"")"
"385","Ben Affleck","1461872683","725772756390916096","Ready for a win tonight - @RedSox vs. @Braves. #TBT https://t.co/SAgo7O2Ekw","c(""ready"", ""for"", ""win"", ""tonight"", ""redsox"", ""vs"", ""braves"", ""tbt"")"
"386","Ben Affleck","1461348058","723572316085559296","Sustainability is possible, let’s protect this beautiful Earth. @easterncongo #EarthDay https://t.co/QIeExRap15","c(""sustainability"", ""is"", ""possible"", ""let"", ""protect"", ""this"", ""beautiful"", ""earth"", ""easterncongo"", ""earthday"")"
"387","Ben Affleck","1461276745","723273209177620480","Thanks @DrBiden &amp; @TIME for the tribute to @EasternCongo's friend &amp; partner,  @DenisMukwege https://t.co/y6f32Mry2Y","c(""thanks"", ""drbiden"", ""amp"", ""time"", ""for"", ""the"", ""tribute"", ""to"", ""easterncongo"", ""friend"", ""amp"", ""partner"", ""denismukwege"")"
