"","autor","fecha","tweet_id","texto","texto_tokenizado"
"104","Antony Starr","1674514609","1617657633259020288","@g1a5w3g1an @NOW_Ireland @tina_from_mars @ivanamilicevic @MisterHoonLee @_LiliSimmons @UlrichThomsen @TriesteKDunn @TomPelphrey @elizadushku @genosegers @OdetteAnnable Whoop!!!","c(""an"", ""now"", ""ireland"", ""tina"", ""from"", ""mars"", ""ivanamilicevic"", ""misterhoonlee"", ""lilisimmons"", ""ulrichthomsen"", ""triestekdunn"", ""tompelphrey"", ""elizadushku"", ""genosegers"", ""odetteannable"", ""whoop"")"
"105","Antony Starr","1674503685","1617611816451850240","@EliBrazil They are all lying.","c(""elibrazil"", ""they"", ""are"", ""all"", ""lying"")"
"106","Antony Starr","1674488749","1617549170432217088","@TheBoysTV What a hunk.","c(""theboystv"", ""what"", ""hunk"")"
"107","Antony Starr","1674441459","1617350819782983680","@Monica1236 Hahahahaha- mg lord- every day is a bad shot day I’m my world","c(""monica"", ""hahahahaha"", ""mg"", ""lord"", ""every"", ""day"", ""is"", ""bad"", ""shot"", ""day"", ""my"", ""world"")"
"108","Antony Starr","1674438623","1617338925118357504","Annie Lennox eat your…like…finger.s. https://t.co/yTx3fipPZp","c(""annie"", ""lennox"", ""eat"", ""your"", ""like"", ""finger"")"
"109","Antony Starr","1674428689","1617297261746335744","Cheers Amazon https://t.co/7hGwcP7EMM","c(""cheers"", ""amazon"")"
"110","Antony Starr","1674171977","1616220533539966976","@stephanfleet I’ve always said that.","c(""stephanfleet"", ""ve"", ""always"", ""said"", ""that"")"
"111","Antony Starr","1674101600","1615925351527469056","Another of the same but sorry - dogs . Are. The . Best. https://t.co/iaxMykEKl4","c(""another"", ""of"", ""the"", ""same"", ""but"", ""sorry"", ""dogs"", ""are"", ""the"", ""best"")"
"112","Antony Starr","1674101178","1615923580516302848","@MetroBoomin @Shazam @theweeknd @21savage Hell. Yes.","c(""metroboomin"", ""shazam"", ""theweeknd"", ""savage"", ""hell"", ""yes"")"
"113","Antony Starr","1674100325","1615920004012163072","@morningtxr We worked on it a lot","c(""morningtxr"", ""we"", ""worked"", ""on"", ""it"", ""lot"")"
"114","Antony Starr","1674100279","1615919808066863104","@JustinGunderman Wait. What——","c(""justingunderman"", ""wait"", ""what"")"
"115","Antony Starr","1674100216","1615919543196467200","@SteveFiore Meh","c(""stevefiore"", ""meh"")"
"116","Antony Starr","1674099647","1615917160236195840","@TwoPaddocks @jacindaardern 👏👏👏","c(""twopaddocks"", ""jacindaardern"", ""🗯🗯🗯"")"
"117","Antony Starr","1674099636","1615917112782106624","My buddy. Always https://t.co/c3KXjdf8xQ","c(""my"", ""buddy"", ""always"")"
"118","Antony Starr","1674022502","1615593590633402368","Goodbye. Again. And hello. Again. https://t.co/G7jI70bZVT","c(""goodbye"", ""again"", ""and"", ""hello"", ""again"")"
"119","Antony Starr","1674021809","1615590680059084800","@Bosslogic Like a lot","c(""bosslogic"", ""like"", ""lot"")"
"120","Antony Starr","1674021247","1615588325162897408","@MetroBoomin @1future 👏👏👏","c(""metroboomin"", ""future"", ""🕴🕴🕴"")"
"121","Antony Starr","1673979571","1615413521956892672","@BetterCallSaul 👏","bettercallsaul"
"122","Antony Starr","1673973015","1615386026176040960","@stephanfleet @TheBoysTV Yessss!!!!🎉❤️👍🏼","c(""stephanfleet"", ""theboystv"", ""yessss"", ""🄥❤️🔥🄥"")"
"123","Antony Starr","1673971786","1615380869996482560","@TheBoysTV Accurate","c(""theboystv"", ""accurate"")"
"124","Antony Starr","1673921761","1615171048420577280","@quiethandfilms @CriticsChoice @BetterCallSaul @AMC_TV @TheBoysTV @mrbobodenkirk @rheaseehorn @petergould @thesherylralph Nobody deserves it more my friend. 🐜👍🏼❤️","c(""quiethandfilms"", ""criticschoice"", ""bettercallsaul"", ""amc"", ""tv"", ""theboystv"", ""mrbobodenkirk"", ""rheaseehorn"", ""petergould"", ""thesherylralph"", ""nobody"", ""deserves"", ""it"", ""more"", ""my"", ""friend"", ""🕩🕩🅩❤️"")"
"125","Antony Starr","1673910002","1615121731450200064","https://t.co/DfFZnGdNUA","character(0)"
"126","Antony Starr","1673869899","1614953526450597888","@madinthemoon @TheBoysTV @quiethandfilms Ahem","c(""madinthemoon"", ""theboystv"", ""quiethandfilms"", ""ahem"")"
"127","Antony Starr","1673866844","1614940711547457536","@TheBoysTV @Sethrogen This guy ❤️","c(""theboystv"", ""sethrogen"", ""this"", ""guy"", ""❤️"")"
"128","Antony Starr","1673866632","1614939821746839552","@TheBoysTV ❤️❤️❤️","c(""theboystv"", ""❤️❤️❤️"")"
"129","Antony Starr","1673866484","1614939203263168512","This was an amazing moment when @zendaya said hi https://t.co/B87FWW22kS","c(""this"", ""was"", ""an"", ""amazing"", ""moment"", ""when"", ""zendaya"", ""said"", ""hi"")"
"130","Antony Starr","1673866420","1614938933393227776","@TheBoysTV @CriticsChoice Never take a selfie. Too seriously. Or. Whatever","c(""theboystv"", ""criticschoice"", ""never"", ""take"", ""selfie"", ""too"", ""seriously"", ""or"", ""whatever"")"
"131","Antony Starr","1673866325","1614938533428625408","Carpet love. https://t.co/JYYz1jgV7y","c(""carpet"", ""love"")"
"132","Antony Starr","1673849881","1614869562947940352","We came second equal, and we still do what we do for the fans xx https://t.co/rW7vhzxVJR","c(""we"", ""came"", ""second"", ""equal"", ""and"", ""we"", ""still"", ""do"", ""what"", ""we"", ""do"", ""for"", ""the"", ""fans"", ""xx"")"
"133","Antony Starr","1673849724","1614868904622587904","Night https://t.co/OFHyZsi0wv","night"
"134","Antony Starr","1673807901","1614693488809111552","@TheBoysTV @quiethandfilms ❤️❤️🐜","c(""theboystv"", ""quiethandfilms"", ""❤️❤️😥"")"
"135","Antony Starr","1673807310","1614691006666125312","@TheBoysTV @CriticsChoice Love this man.","c(""theboystv"", ""criticschoice"", ""love"", ""this"", ""man"")"
"136","Antony Starr","1673807249","1614690754064166912","@stephanfleet Yes.","c(""stephanfleet"", ""yes"")"
"137","Antony Starr","1673767424","1614523712400941056","Ciao. https://t.co/UdDdnKBlv1","ciao"
"138","Antony Starr","1673733150","1614379958079729664","My buddy is back . And I’m leaving again. https://t.co/9cvH0MEn2M","c(""my"", ""buddy"", ""is"", ""back"", ""and"", ""leaving"", ""again"")"
"139","Antony Starr","1673729684","1614365420764499968","@MetroBoomin Moi.","c(""metroboomin"", ""moi"")"
"140","Antony Starr","1673469849","1613275593784852480","@TheBoysTV @SAGawards 👏👏👏👏👏","c(""theboystv"", ""sagawards"", ""😥😥😥😥😥"")"
"141","Antony Starr","1673469818","1613275464713535488","@Shard0nnay_ Ready to flamingle.","c(""shard"", ""nnay"", ""ready"", ""to"", ""flamingle"")"
"142","Antony Starr","1673469585","1613274485033168896","Happy birthday George https://t.co/Xqb0iPILTC","c(""happy"", ""birthday"", ""george"")"
"143","Antony Starr","1673082975","1611652925859979264","@MetroBoomin @Spotify !!!!","c(""metroboomin"", ""spotify"")"
"144","Antony Starr","1673054745","1611534522172207104","@PrimeVideoCA @TheBoysTV This is clearly written by an imposter.","c(""primevideoca"", ""theboystv"", ""this"", ""is"", ""clearly"", ""written"", ""by"", ""an"", ""imposter"")"
"145","Antony Starr","1673051074","1611519122852179968","@Motsuzhjdfctz @MetroBoomin A Christmas album…","c(""motsuzhjdfctz"", ""metroboomin"", ""christmas"", ""album"")"
"146","Antony Starr","1672974417","1611197602791591936","@MetroBoomin Villains…","c(""metroboomin"", ""villains"")"
"147","Antony Starr","1672974379","1611197440790769664","@TonyOliverIV I don’t want to corrupt the delicate ecosystem that is twitter…","c(""tonyoliveriv"", ""don"", ""want"", ""to"", ""corrupt"", ""the"", ""delicate"", ""ecosystem"", ""that"", ""is"", ""twitter"")"
"148","Antony Starr","1672882031","1610810107562201088","Never rains in California my a$$","c(""never"", ""rains"", ""in"", ""california"", ""my"", ""a$$"")"
"149","Antony Starr","1672630784","1609756299067260928","Happy new year peeps. Onwards and upwards! 👍🏼🐜💥","c(""happy"", ""new"", ""year"", ""peeps"", ""onwards"", ""and"", ""upwards"", ""🐰🀰🐰🐰"")"
"150","Antony Starr","1672391251","1608751626512371712","@YNB Bloody mangoes…","c(""ynb"", ""bloody"", ""mangoes"")"
"151","Antony Starr","1671912093","1606741892880011264","Happy Christmas you lot. Whoever ever you are and whomever you’re with,- make it count. Been a wild year for many and I hope you guys find yourselves in a good place. Great things ahead, don’t lose sight of that. You guys are awesome. Have a great one!","c(""happy"", ""christmas"", ""you"", ""lot"", ""whoever"", ""ever"", ""you"", ""are"", ""and"", ""whomever"", ""you"", ""re"", ""with"", ""make"", ""it"", ""count"", ""been"", ""wild"", ""year"", ""for"", ""many"", ""and"", ""hope"", ""you"", ""guys"", ""find"", ""yourselves"", ""in"", ""good"", ""place"", ""great"", ""things"", ""ahead"", ""don"", ""lose"", ""sight"", ""of"", ""that"", ""you"", ""guys"", ""are"", ""awesome"", ""have"", ""great"", ""one"")"
"152","Antony Starr","1671656442","1605669612309340160","@davidfarrier Splice.","c(""davidfarrier"", ""splice"")"
"153","Antony Starr","1671656395","1605669416347353088","@itsNateMitchell Muahahabababa! Epic","c(""itsnatemitchell"", ""muahahabababa"", ""epic"")"
"154","Antony Starr","1671656350","1605669226815324160","@MetroBoomin @TheBoysTV Season five…?","c(""metroboomin"", ""theboystv"", ""season"", ""five"")"
"155","Antony Starr","1671511590","1605062059917717504","@MetroBoomin @TheBoysTV I’ll never be over it 😂❤️🐜","c(""metroboomin"", ""theboystv"", ""ll"", ""never"", ""be"", ""over"", ""it"", ""🕴❤️🕴"")"
"156","Antony Starr","1671511560","1605061933379747840","@stephanfleet Nope.","c(""stephanfleet"", ""nope"")"
"157","Antony Starr","1671504968","1605034285333106688","@acofell That honestly just sounds like a joke.","c(""acofell"", ""that"", ""honestly"", ""just"", ""sounds"", ""like"", ""joke"")"
"158","Antony Starr","1671411355","1604641646225793024","Congratulations Argentina!!! What a great day for one of the greatest players to do it!! Amazing 😻 #messi https://t.co/kAY59TXcNz","c(""congratulations"", ""argentina"", ""what"", ""great"", ""day"", ""for"", ""one"", ""of"", ""the"", ""greatest"", ""players"", ""to"", ""do"", ""it"", ""amazing"", ""messi"")"
"159","Antony Starr","1671409546","1604634055093649408","@Giancarlo_Volpe I mean…it’s weird at this point…","c(""giancarlo"", ""volpe"", ""mean"", ""it"", ""weird"", ""at"", ""this"", ""point"")"
"160","Antony Starr","1671409440","1604633612246462464","@PrimeVideoLat @TheBoysTV Great day for Argentina! #Messi","c(""primevideolat"", ""theboystv"", ""great"", ""day"", ""for"", ""argentina"", ""messi"")"
"161","Antony Starr","1671344558","1604361477493706752","Not gonna pick a winner for the final. But…very excited about the game! Good luck both teams xo 🇫🇷❤️🇦🇷❤️🐜🐜🐜","c(""not"", ""gonna"", ""pick"", ""winner"", ""for"", ""the"", ""final"", ""but"", ""very"", ""excited"", ""about"", ""the"", ""game"", ""good"", ""luck"", ""both"", ""teams"", ""xo"", ""🄠🄠❤️🄠🄠❤️🔠🔠🔠"")"
"162","Antony Starr","1671275830","1604073212417302528","@Hugojha23 @SpaceM0nkeyz0 No.","c(""hugojha"", ""spacem"", ""nkeyz"", ""no"")"
"163","Antony Starr","1671275796","1604073069978468352","@midwinter98997 Amen, amen.","c(""midwinter"", ""amen"", ""amen"")"
"164","Antony Starr","1671275740","1604072833986199552","@Hernandizzle No","c(""hernandizzle"", ""no"")"
"165","Antony Starr","1671275667","1604072527445491712","@FloydMNaruto3 FIFA.","c(""floydmnaruto"", ""fifa"")"
"166","Antony Starr","1671275580","1604072161245024256","@Any1CanGet_It Hahahahahah. Ok.","c(""any"", ""canget"", ""it"", ""hahahahahah"", ""ok"")"
"167","Antony Starr","1671275515","1604071888669462528","@SpaceM0nkeyz0 Love .","c(""spacem"", ""nkeyz"", ""love"")"
"168","Antony Starr","1671275505","1604071846818639872","I don’t even know what I am anymore…good juju or bad… may the most paid by fifa team win…","c(""don"", ""even"", ""know"", ""what"", ""am"", ""anymore"", ""good"", ""juju"", ""or"", ""bad"", ""may"", ""the"", ""most"", ""paid"", ""by"", ""fifa"", ""team"", ""win"")"
"169","Antony Starr","1671275394","1604071382123286528","@AntonyelPacheco Feta.","c(""antonyelpacheco"", ""feta"")"
"170","Antony Starr","1671275331","1604071118713028608","Maybe Croatia 🇭🇷","c(""maybe"", ""croatia"", ""🉢🉢"")"
"171","Antony Starr","1671218825","1603834116209639424","Morocco 🇲🇦","c(""morocco"", ""🂯🂯"")"
"172","Antony Starr","1671150146","1603546052656738304","@Scaramucci 👍🏼😂","c(""scaramucci"", ""📡🃡📡"")"
"173","Antony Starr","1671135166","1603483225854283776","How come I wasn’t alerted to the new character in season four?
@theboystv 😂😂❤️❤️👍🏼🦃💥💥 https://t.co/mkt1oOTAVa","c(""how"", ""come"", ""wasn"", ""alerted"", ""to"", ""the"", ""new"", ""character"", ""in"", ""season"", ""four"", ""theboystv"", ""🗠🗠❤️❤️🗠🇠🧠🗠🗠"")"
"174","Antony Starr","1671134963","1603482371788898304","@stephanfleet I can’t wait to see him at conventions soon…","c(""stephanfleet"", ""can"", ""wait"", ""to"", ""see"", ""him"", ""at"", ""conventions"", ""soon"")"
"175","Antony Starr","1671134438","1603480170857320448","@therealKripke @TheBoysTV @PrimeVideo Wait so who’s parodying who now?? Who is real and who is fictitious? I’m so confused…","c(""therealkripke"", ""theboystv"", ""primevideo"", ""wait"", ""so"", ""who"", ""parodying"", ""who"", ""now"", ""who"", ""is"", ""real"", ""and"", ""who"", ""is"", ""fictitious"", ""so"", ""confused"")"
"176","Antony Starr","1671134101","1603478757158764544","@stephanfleet Hahahhaha","c(""stephanfleet"", ""hahahhaha"")"
"177","Antony Starr","1671093338","1603307786451894272","@therealKripke @TheBoysTV @PrimeVideo @SPTV Epic.","c(""therealkripke"", ""theboystv"", ""primevideo"", ""sptv"", ""epic"")"
"178","Antony Starr","1671093278","1603307531538821120","@acofell @TheBoysTV This is a sim.","c(""acofell"", ""theboystv"", ""this"", ""is"", ""sim"")"
"179","Antony Starr","1671066181","1603193881763676160","@therealKripke @TheBoysTV Yeah that’s just fish in a barrel at this point….","c(""therealkripke"", ""theboystv"", ""yeah"", ""that"", ""just"", ""fish"", ""in"", ""barrel"", ""at"", ""this"", ""point"")"
"180","Antony Starr","1671056362","1603152697930133504","@devilscox Not so much. But fun, yes.","c(""devilscox"", ""not"", ""so"", ""much"", ""but"", ""fun"", ""yes"")"
"181","Antony Starr","1671056311","1603152482724548608","@Goatedpxcked I shall comment when the gods have visited me in my dreams…","c(""goatedpxcked"", ""shall"", ""comment"", ""when"", ""the"", ""gods"", ""have"", ""visited"", ""me"", ""in"", ""my"", ""dreams"")"
"182","Antony Starr","1671056081","1603151518923821056","…ahem…","ahem"
"183","Antony Starr","1671041442","1603090117031186432","@SPTV Such a great show/actor!!","c(""sptv"", ""such"", ""great"", ""show"", ""actor"")"
"184","Antony Starr","1670990535","1602876595907141632","@mehdirhasan 🙏🏼🙏🏼🙏🏼","c(""mehdirhasan"", ""🕨🅨🕨🅨🕨🅨"")"
"185","Antony Starr","1670978084","1602824375614377984","@Motsuzhjdfctz One down, one to go.","c(""motsuzhjdfctz"", ""one"", ""down"", ""one"", ""to"", ""go"")"
"186","Antony Starr","1670874573","1602390218606522368","@StephanieTe11 24HPP","c(""stephaniete"", ""hpp"")"
"187","Antony Starr","1670874529","1602390031506735104","@Starfishdrawz Love this","c(""starfishdrawz"", ""love"", ""this"")"
"188","Antony Starr","1670874202","1602388659600228352","@ElonsHorseGuy Let’s wait a minute. The angels must come to me in my sleep and reveal their truths","c(""elonshorseguy"", ""let"", ""wait"", ""minute"", ""the"", ""angels"", ""must"", ""come"", ""to"", ""me"", ""in"", ""my"", ""sleep"", ""and"", ""reveal"", ""their"", ""truths"")"
"189","Antony Starr","1670874135","1602388381517873152","@lranianCowboy Nike slogan for modern times","c(""lraniancowboy"", ""nike"", ""slogan"", ""for"", ""modern"", ""times"")"
"190","Antony Starr","1670874036","1602387963849080832","@maniccarpincho I beyond my control. It’s the universe, god, the force. I have no ability to stop it.","c(""maniccarpincho"", ""beyond"", ""my"", ""control"", ""it"", ""the"", ""universe"", ""god"", ""the"", ""force"", ""have"", ""no"", ""ability"", ""to"", ""stop"", ""it"")"
"191","Antony Starr","1670873962","1602387653785157632","@thedawnisheree I can’t I don’t know how","c(""thedawnisheree"", ""can"", ""don"", ""know"", ""how"")"
"192","Antony Starr","1670873897","1602387384254988288","@GutsLivingdeath Hahahaha- It’s football. Ask “the world”,- (it’s outside America) 😂😂😂","c(""gutslivingdeath"", ""hahahaha"", ""it"", ""football"", ""ask"", ""the"", ""world"", ""it"", ""outside"", ""america"", ""🕴🕴🕴"")"
"193","Antony Starr","1670873802","1602386985523478528","Now happy Monday. Do the same thing.","c(""now"", ""happy"", ""monday"", ""do"", ""the"", ""same"", ""thing"")"
"194","Antony Starr","1670873772","1602386857655926784","@tonytaylor808 Yeah… except for one slight problem : @AllBlacks","c(""tonytaylor"", ""yeah"", ""except"", ""for"", ""one"", ""slight"", ""problem"", ""allblacks"")"
"195","Antony Starr","1670870358","1602372538646118400","My pick for the final… Argentina 🇦🇷 vs France 🇫🇷","c(""my"", ""pick"", ""for"", ""the"", ""final"", ""argentina"", ""🀰🀰"", ""vs"", ""france"", ""🀰🀰"")"
"196","Antony Starr","1670798592","1602071530078363648","@fdosza Hahahahahaha!!! This is amazing!!!! More to come!! Watch out teams…the cooler is on fire….","c(""fdosza"", ""hahahahahaha"", ""this"", ""is"", ""amazing"", ""more"", ""to"", ""come"", ""watch"", ""out"", ""teams"", ""the"", ""cooler"", ""is"", ""on"", ""fire"")"
"197","Antony Starr","1670695237","1601638029768392704","@seddon_reilly Well, either way I’m covered now…","c(""seddon"", ""reilly"", ""well"", ""either"", ""way"", ""covered"", ""now"")"
"198","Antony Starr","1670695037","1601637189628342272","@PainNaldo Football.","c(""painnaldo"", ""football"")"
"199","Antony Starr","1670695023","1601637129087778816","@vanilitea I’m trying to balance my jinxing “power” between teams…cancel the juju","c(""vanilitea"", ""trying"", ""to"", ""balance"", ""my"", ""jinxing"", ""power"", ""between"", ""teams"", ""cancel"", ""the"", ""juju"")"
"200","Antony Starr","1670694966","1601636890070855680","@Msant8_ Either Argentina, France, England, or Morocco. Also maybe Croatia","c(""msant"", ""either"", ""argentina"", ""france"", ""england"", ""or"", ""morocco"", ""also"", ""maybe"", ""croatia"")"
"201","Antony Starr","1670694859","1601636444069851136","@gsosa79 In a casino, a “cooler”","c(""gsosa"", ""in"", ""casino"", ""cooler"")"
"202","Antony Starr","1670694822","1601636285688340480","France 🇫🇷","c(""france"", ""🁮🁮"")"
"203","Antony Starr","1670694755","1601636005445918720","@Hernandizzle …mmmhmmm…","c(""hernandizzle"", ""mmmhmmm"")"
"204","Antony Starr","1670694614","1601635412836986880","@TheChelseaMogul 😂😂😂","c(""thechelseamogul"", ""😥😥😥"")"
"205","Antony Starr","1670694587","1601635301947940864","England 🏴󠁧󠁢󠁥󠁮󠁧󠁿","c(""england"", ""🇬󠇬󠇬󠇬󠇬󠇬󠇬"")"
"206","Antony Starr","1670687495","1601605553733500928","@NouCalma Yeah I mean I don’t think so but I see why you say that.","c(""noucalma"", ""yeah"", ""mean"", ""don"", ""think"", ""so"", ""but"", ""see"", ""why"", ""you"", ""say"", ""that"")"
"207","Antony Starr","1670684607","1601593443524177920","🇵🇹 Portugal!","c(""🇵🇵"", ""portugal"")"
"208","Antony Starr","1670625463","1601345372601085952","What a day of football. (The real football) 👍🏼😂","c(""what"", ""day"", ""of"", ""football"", ""the"", ""real"", ""football"", ""👴🁴👴"")"
"209","Antony Starr","1670600040","1601238740965289984","@morpheusbecky No idea and refuse to jinx it hahahaha","c(""morpheusbecky"", ""no"", ""idea"", ""and"", ""refuse"", ""to"", ""jinx"", ""it"", ""hahahaha"")"
"210","Antony Starr","1670599988","1601238526594805760","@clawdiamanson Hahaha! Love it","c(""clawdiamanson"", ""hahaha"", ""love"", ""it"")"
"211","Antony Starr","1670599952","1601238375482396672","@IshibeTunisien 😂😂👍🏼","c(""ishibetunisien"", ""📨📨📨🃨"")"
"212","Antony Starr","1670599786","1601237677805690880","Cmon Brazil….","c(""cmon"", ""brazil"")"
"213","Antony Starr","1670597690","1601228885987037184","@home_b0ys @TheBoysTV Approved.","c(""home"", ""ys"", ""theboystv"", ""approved"")"
"214","Antony Starr","1670464854","1600671732775682048","@quiethandfilms @CriticsChoice @BetterCallSaul @AMC_TV Bravo mate","c(""quiethandfilms"", ""criticschoice"", ""bettercallsaul"", ""amc"", ""tv"", ""bravo"", ""mate"")"
"215","Antony Starr","1670418028","1600475329432207360","@YNB @SenatorWarnock Yep in all counts","c(""ynb"", ""senatorwarnock"", ""yep"", ""in"", ""all"", ""counts"")"
"216","Antony Starr","1670417925","1600474895023951872","@JackQuaid92 @TheBoysTV @StarTrek @CriticsChoice Well done @JackQuaid92 and co!!","c(""jackquaid"", ""theboystv"", ""startrek"", ""criticschoice"", ""well"", ""done"", ""jackquaid"", ""and"", ""co"")"
"217","Antony Starr","1670377257","1600304322423664640","@MetroBoomin Honoured to be in the mix! :)","c(""metroboomin"", ""honoured"", ""to"", ""be"", ""in"", ""the"", ""mix"")"
"218","Antony Starr","1670371296","1600279319129239552","@DiscussingFilm Fun film @KarenFukuhara","c(""discussingfilm"", ""fun"", ""film"", ""karenfukuhara"")"
"219","Antony Starr","1670371201","1600278923329212416","@AmazonStudios @PrimeVideo @TheBoysTV 🙏🏼🙏🏼🙏🏼","c(""amazonstudios"", ""primevideo"", ""theboystv"", ""🝡🍡🝡🍡🝡🍡"")"
"220","Antony Starr","1670338689","1600142557115056128","@acofell @SonequaMG @MaryMcDonnell10 You are missed my talented friend! Loved working with you!!!","c(""acofell"", ""sonequamg"", ""marymcdonnell"", ""you"", ""are"", ""missed"", ""my"", ""talented"", ""friend"", ""loved"", ""working"", ""with"", ""you"")"
"221","Antony Starr","1670263785","1599828388230746112","@therealKripke @genv @TheBoysTV @PrimeVideo @chacecrawford Gils. Filament. Stubble. Hot.","c(""therealkripke"", ""genv"", ""theboystv"", ""primevideo"", ""chacecrawford"", ""gils"", ""filament"", ""stubble"", ""hot"")"
"222","Antony Starr","1670184109","1599494200185147392","More on the way… https://t.co/5d5NkFB5co","c(""more"", ""on"", ""the"", ""way"")"
"223","Antony Starr","1670117082","1599213069053239296","@genv This. Looks. Fun.","c(""genv"", ""this"", ""looks"", ""fun"")"
"224","Antony Starr","1670024450","1598824543811952640","@MetroBoomin ❤️🙏🏼🥛","c(""metroboomin"", ""❤️🕴🅴🥴"")"
"225","Antony Starr","1670015362","1598786425675096064","@ticktickboomed WHAT!? I didn’t know this. Ouch…","c(""ticktickboomed"", ""what"", ""didn"", ""know"", ""this"", ""ouch"")"
